system:index,date,value,.geo
142,2018-04-06T22:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
143,2018-04-06T23:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
144,2018-04-07T00:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
145,2018-04-07T01:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
146,2018-04-07T02:00:00,2.2610673904418945,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
147,2018-04-07T03:00:00,6.706577301025391,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
148,2018-04-07T04:00:00,9.318197250366211,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
149,2018-04-07T05:00:00,4.665419101715088,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
150,2018-04-07T06:00:00,3.3231565952301025,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
151,2018-04-07T07:00:00,1.338413953781128,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
152,2018-04-07T08:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
153,2018-04-07T09:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
154,2018-04-07T10:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
155,2018-04-07T11:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
156,2018-04-07T12:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
157,2018-04-07T13:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
158,2018-04-07T14:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
159,2018-04-07T15:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
160,2018-04-07T16:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
161,2018-04-07T17:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
162,2018-04-07T18:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
163,2018-04-07T19:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
164,2018-04-07T20:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
165,2018-04-07T21:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
166,2018-04-07T22:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
167,2018-04-07T23:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
168,2018-04-08T00:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
169,2018-04-08T01:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
170,2018-04-08T02:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
171,2018-04-08T03:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
172,2018-04-08T04:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
173,2018-04-08T05:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
174,2018-04-08T06:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
175,2018-04-08T07:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
176,2018-04-08T08:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
177,2018-04-08T09:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
178,2018-04-08T10:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
179,2018-04-08T11:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
180,2018-04-08T12:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
181,2018-04-08T13:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
182,2018-04-08T14:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
183,2018-04-08T15:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
184,2018-04-08T16:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
185,2018-04-08T17:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
186,2018-04-08T18:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
